,mensaje,fecha,sentimiento
16350,an honor to welcome the taoiseach of ireland to the today with pence,03-16-2017 20:09:38,1
16351,budget that puts americafirst must make safety its no priority without safety there can be no prosperity,03-16-2017 15:52:22,0
16352,thank you nashville tennessee,03-16-2017 04:20:41,1
16353,in nashville tennessee lets make america great again,03-16-2017 00:03:23,1
16354,thank you andrew jackson potus usa,03-15-2017 23:25:25,1
16355,will be interviewed by tonight at on enjoy,03-15-2017 20:55:52,1
16356,ceo most optimistic since it will only get better as we continue to slash unnecessary regulations and when we begin our big tax cut,03-15-2017 12:14:20,1
16357,looking forward to big rally in nashville tennessee tonight big crowd of great people expected will be fun,03-15-2017 11:29:05,1
16358,will be going to detroit michigan love today for big meeting on bringing back car production to state already happening,03-15-2017 11:13:58,1
16359,can you imagine what the outcry would be if failing career and all had aimed and fired the gun at president obama jail time,03-15-2017 11:02:40,0
16360,does anybody really believe that reporter who nobody ever heard of went to his mailbox and found my tax returns fake news,03-15-2017 10:55:30,0
16361,great optimism in america and the results will be even better,03-14-2017 16:12:22,1
16362,jobs jobs jobs,03-14-2017 15:00:25,0
16363,meeting washington and metro gm paul wiedefeld about incoming winter storm preparations here,03-13-2017 22:54:16,0
16364,proud to welcome our great cabinet this afternoon for our first meeting unfortunately seats were empty because,03-13-2017 20:57:02,1
16365,healthcare listening session watch readthebill,03-13-2017 17:20:15,1
16366,obamacare is imploding it is disaster and will be the worst year yet by far republicans will come together and save the day,03-13-2017 13:11:17,0
16367,it is amazing how rude much of the media is to my very hard working representatives be nice you will do much better,03-13-2017 12:52:29,1
16368,rt trump led historic journey to the white house days in that historic journey continues take look ht,03/12/2017 12:36,1
16369,we are making great progress with healthcare obamacare is imploding and will only get worse republicans coming together to get job done,03/11/2017 14:39,1
16370,weekly address at the maga,03/10/2017 15:40,1
16371,rt great again,03/10/2017 13:45,1
16372,rt never give up that the worst thing you could do there always chance kyle coddington message to those als,03/10/2017 13:32,1
16373,honored to meet this years delegates pence in the east room of the congratulations,03/09/2017 23:11,1
16374,consumer comfort just reached its highest level in decade,03/09/2017 22:36,1
16375,despite what you hear in the press healthcare is coming along great we are talking to many groups and it will end in beautiful picture,03/09/2017 17:01,1
16376,rt first full month in office sees biggest jobs gain in years report,03/09/2017 13:13,0
16377,great news we are only just beginning together we are going to maga,03/08/2017 23:54,1
16378,met with today at the great discussion,03/08/2017 23:50,1
16379,linkedin workforce report january and february were the strongest consecutive months for hiring since august and september,03/08/2017 12:11,1
16380,on international women day join me in honoring the critical role of women here in america around the world,03/08/2017 11:13,1
16381,have tremendous respect for women and the many roles they serve that are vital to the fabric of our society and our economy,03/08/2017 11:12,1
16382,feel sure that my friend will come along with the new and great health care program because he knows obamacare is disaster,03/08/2017 0:14,1
16383,do not let the fake news tell you that there is big infighting in the trump admin we are getting along great and getting major things done,03/07/2017 14:14,1
16384,am working on new system where there will be competition in the drug industry pricing for the american people will come way down,03/07/2017 13:46,1
16385,do not worry getting rid of state lines which will promote competition will be in phase of healthcare rollout,03/07/2017 13:41,1
16386,for eight years russia ran over president obama got stronger and stronger picked off crimea and added missiles weak,03/07/2017 13:13,1
16387,our wonderful new healthcare bill is now out for review and negotiation obamacare is complete and total disaster is imploding fast,03/07/2017 12:13,1
16388,vicious prisoners released by the obama administration from gitmo have returned to the battlefield just another terrible decision,03/07/2017 12:04,0
16389,thank you to for your billion investment that is creating more than manufacturing construction jobs in the usa,03/07/2017 3:50,1
16390,buy american hire american are the principles at the core of my agenda which is jobs jobs jobs thank you,03/07/2017 3:49,1
16391,there is an incredible spirit of optimism sweeping the country right now we re bringing back the jobs,03/06/2017 23:49,1
16392,construction manufacturing jobs in the gulf coast region billion investment we are already winning again america,03/06/2017 21:22,1
16393,buy american hire american are the principals at the core of my agenda which is jobs jobs jobs thank you,03/06/2017 21:21,1
16394,president trump congratulates exxon mobil for job creating investment program,03/06/2017 21:19,1
16395,thank you for the great rallies all across the country tremendous support make america great again,03/05/2017 17:30,1
16396,who was it that secretly said to russian president tell vladimir that after the election ll have more flexibility,03/05/2017 11:40,1
16397,is it true the dnc would not allow the fbi access to check server or other equipment after learning it was hacked can that be possible,03/05/2017 11:32,0
16398,arnold schwarzenegger is not voluntarily leaving the apprentice he was fired by his bad pathetic ratings not by me sad end to great show,03/04/2017 13:19,0
16399,how low has president obama gone to tapp my phones during the very sacred election process this is nixon watergate bad or sick guy,03/04/2017 12:02,0
16400,bet good lawyer could make great case out of the fact that president obama was tapping my phones in october just prior to election,03/04/2017 11:52,1
16401,is it legal for sitting president to be wire tapping race for president prior to an election turned down by court earlier new low,03/04/2017 11:49,0
16402,just out the same russian ambassador that met jeff sessions visited the obama white house times and times last year alone,03/04/2017 11:42,1
16403,terrible just found out that obama had my wires tapped in trump tower just before the victory nothing found this is mccarthyism,03/04/2017 11:35,0
16404,the first meeting jeff sessions had with the russian amb was set up by the obama administration under education program for ambs,03/04/2017 11:26,1
